filename,psnr,ssim
000284.npy,23.144006729125977,0.7020880579948425
000285.npy,31.21869659423828,0.8054545521736145
000286.npy,30.550662994384766,0.8010441660881042
000287.npy,32.19291305541992,0.7902326583862305
000288.npy,27.981719970703125,0.8503074645996094
000289.npy,24.999252319335938,0.66978919506073
000290.npy,23.017295837402344,0.6721116304397583
000291.npy,23.548301696777344,0.6831768751144409
000292.npy,33.47059631347656,0.9538435935974121
000293.npy,26.04568099975586,0.3759440779685974
000294.npy,25.918149948120117,0.39200663566589355
000295.npy,25.465240478515625,0.3787318766117096
000296.npy,24.728939056396484,0.7389166355133057
000297.npy,25.126758575439453,0.7397618293762207
000298.npy,25.16775894165039,0.7331000566482544
000299.npy,25.802059173583984,0.7853069305419922
000300.npy,26.61075210571289,0.48218050599098206
000301.npy,30.583478927612305,0.8986080288887024
000302.npy,32.01668930053711,0.9188055992126465
000303.npy,31.524730682373047,0.9137580394744873
000304.npy,28.712615966796875,0.8181469440460205
000305.npy,29.10927963256836,0.7438317537307739
000306.npy,28.934518814086914,0.746497631072998
000307.npy,29.492488861083984,0.7660599946975708
000308.npy,34.592674255371094,0.9521017074584961
000309.npy,26.561073303222656,0.6843622922897339
000310.npy,27.104354858398438,0.6924598813056946
000311.npy,26.792757034301758,0.6846296191215515
000312.npy,22.957809448242188,0.7882212400436401
000313.npy,36.168174743652344,0.8831568360328674
000314.npy,36.09081268310547,0.8677138090133667
000315.npy,35.89419174194336,0.8904203772544861
000316.npy,33.870384216308594,0.9322537779808044
000317.npy,23.900976181030273,0.6592025756835938
000318.npy,24.042299270629883,0.6919034123420715
000319.npy,24.11017417907715,0.6983259916305542
000320.npy,22.024641036987305,0.6259056329727173
000321.npy,29.653350830078125,0.8571630716323853
000322.npy,28.37111473083496,0.8342356085777283
000323.npy,28.908794403076172,0.8440924882888794
000324.npy,26.203691482543945,0.8413968086242676
000325.npy,32.83616638183594,0.931522011756897
000326.npy,32.29938507080078,0.923708975315094
000327.npy,32.14239501953125,0.9230380058288574
000328.npy,31.66067886352539,0.7431752681732178
000329.npy,28.52992057800293,0.8277876377105713
000330.npy,28.75945281982422,0.8302861452102661
000331.npy,28.791810989379883,0.8262671828269958
000332.npy,34.18540954589844,0.9495522975921631
000333.npy,26.391281127929688,0.7723475098609924
000334.npy,26.722814559936523,0.7757617235183716
000335.npy,26.413318634033203,0.7671070694923401
000336.npy,30.319095611572266,0.8980498313903809
000337.npy,36.754966735839844,0.9427622556686401
000338.npy,34.114322662353516,0.9147932529449463
000339.npy,34.659339904785156,0.9190476536750793
000340.npy,29.374412536621094,0.7783191204071045
000341.npy,31.16373062133789,0.8681678771972656
000342.npy,30.488130569458008,0.853145182132721
000343.npy,30.011842727661133,0.8449779152870178
000344.npy,27.89507293701172,0.7811709642410278
000345.npy,27.978498458862305,0.8060244917869568
000346.npy,28.568029403686523,0.8405237197875977
000347.npy,28.449493408203125,0.8379066586494446
000348.npy,30.204580307006836,0.9024844169616699
000349.npy,27.048418045043945,0.7413504123687744
000350.npy,27.605243682861328,0.7497217655181885
000351.npy,26.50921058654785,0.7140759229660034
000352.npy,11.460744857788086,0.33765536546707153
000353.npy,16.678871154785156,0.35323184728622437
000354.npy,15.60716438293457,0.3473430275917053
000355.npy,15.458599090576172,0.34843164682388306
000356.npy,24.857852935791016,0.7348963022232056
000357.npy,29.51286506652832,0.8140976428985596
000358.npy,27.52304458618164,0.7930494546890259
000359.npy,28.784616470336914,0.8108460307121277
000360.npy,23.884126663208008,0.7046502828598022
000361.npy,34.687164306640625,0.8744902610778809
000362.npy,30.4799747467041,0.7831065654754639
000363.npy,30.174863815307617,0.783575177192688
000364.npy,25.26327133178711,0.789192259311676
000365.npy,30.24956703186035,0.8718312978744507
000366.npy,29.91082763671875,0.8705782890319824
000367.npy,30.09454345703125,0.8704559803009033
000368.npy,28.796064376831055,0.7860602140426636
000369.npy,25.250244140625,0.6742112636566162
000370.npy,23.616649627685547,0.6766306757926941
000371.npy,24.468257904052734,0.6687964200973511
000372.npy,30.685344696044922,0.6783441305160522
000373.npy,21.08283042907715,0.6173710227012634
000374.npy,20.813772201538086,0.5957798957824707
000375.npy,20.668237686157227,0.598264217376709
000376.npy,21.776735305786133,0.5334852933883667
000377.npy,21.352344512939453,0.7376682162284851
000378.npy,21.559715270996094,0.7280901670455933
000379.npy,21.47066307067871,0.7513532638549805
000380.npy,28.668746948242188,0.8775694966316223
000381.npy,26.234472274780273,0.4784039855003357
000382.npy,26.037561416625977,0.47236117720603943
000383.npy,25.998170852661133,0.46337711811065674
000384.npy,33.2243766784668,0.963363766670227
000385.npy,22.192359924316406,0.4445033073425293
000386.npy,22.33292579650879,0.4544335603713989
000387.npy,21.968883514404297,0.4492247700691223
000388.npy,26.97418975830078,0.7984911799430847
000389.npy,31.573545455932617,0.8170434832572937
000390.npy,33.70907974243164,0.9398279190063477
000391.npy,35.182918548583984,0.9051003456115723
000392.npy,30.877532958984375,0.878915548324585
000393.npy,32.50135040283203,0.7793799042701721
000394.npy,32.78059005737305,0.7901997566223145
000395.npy,34.39094543457031,0.8657560348510742
000396.npy,25.323150634765625,0.7394750118255615
